Subject,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q2,Q3,Q3_Fixed,Q4,Q4_Fixed,Q5,Q5_means (reading disorder question),Q6,Q6_means (working as a developer question),Q7,Q7_means (undergraduate student question),Q8,Q8_means (graduate student question),Q9_1,Q9_1_means (knowledge about English),Q9_2,Q9_1_means (knowledge about Java programming),Q10_1,Q10_means (number of years you have been programming in:-Any language),Q10_2,Q10_means (number of years you have been programming in:-Java),Q11,Q11_means (working as a professional programmer),Q12,Q13_1,Q13_2,Q13_3,P1_Filter_Valid,P1_Solution,P1_Rule,P1_Correct,P1_Filtered,Q13_4,Q14,Q15_1,Q15_2,Q15_3,P1_Filter_Valid_AT,Q15_4,Q16,P1_readability,Q17,P1_correctness,Q18,P1_confidence_level,Q19,Q19_means (Is the method you just saw logically correct),Q20,Q21_1,Q21_2,Q21_3,P2_Filter_Valid,P2_Solution,Q21_4,Q22,Q23_1,Q23_2,Q23_3,P2_Filter_Valid_AT,Q23_4,Q24,P2_readability,Q25,P2_correctness,Q26,P2_confidence_level,Q27,Q27_means (Is the method you just saw logically correct),Q28,Q29_1,Q29_2,Q29_3,P3_Filter_Valid,P3_Solution,Q29_4,Q30,Q31_1,Q31_2,Q31_3,P3_Filter_Valid_AT,Q31_4,Q32,P3_readability,Q33,P3_correctness,Q34,P3_confidence_level,Q35,Q35_means (Is the method you just saw logically correct),Q36,Q37_1,Q37_2,Q37_3,P4_Filter_Valid,P4_Solution,Q37_4,Q38,Q39_1,Q39_2,Q39_3,P4_Filter_Valid_AT,Q39_4,Q40,P4_readability,Q41,P4_correctness,Q42,P4_confidence_level,Q43,Q43_means (Is the method you just saw logically correct),Q44,Q45_1,Q45_2,Q45_3,P1_Filter_Valid_R2,P1_Solution_R2,Q45_4,Q46,Q47_1,Q47_2,Q47_3,P1_Filter_Valid_AT_R2,Q47_4,Q48,P1_readability_R2,Q49,P1_correctness_R2,Q50,P1_confidence_level_R2,Q51,Q51_means (Is the method you just saw logically correct),Q52,Q53_1,Q53_2,Q53_3,P2_Filter_Valid_R2,P2_Solution_R2,Q53_4,Q54,Q55_1,Q55_2,Q55_3,P2_Filter_Valid_AT_R2,Q55_4,Q56,P2_readability_R2,Q57,P2_correctness_R2,Q58,P2_confidence_level_R2,Q59,Q59_means (Is the method you just saw logically correct),Q60,Q61_1,Q61_2,Q61_3,P3_Filter_Valid_R2,P3_Solution_R2,Q61_4,Q62,Q63_1,Q63_2,Q63_3,P3_Filter_Valid_AT_R2,Q63_4,Q64,P3_readability_R2,Q65,P3_correctness_R2,Q66,P3_confidence_level_R2,Q67,Q67_means (Is the method you just saw logically correct),Q68,Q69_1,Q69_2,Q69_3,P4_Filter_Valid_R2,P4_Solution_R2,Q69_4,Q70,Q71_1,Q71_2,Q71_3,P4_Filter_Valid_AT_R2,Q71_4,Q72,P4_readability_R2,Q73,P4_correctness_R2,Q74,P4_confidence_level_R2,Q75,Q75_means (Is the method you just saw logically correct),Q76,Q77,Q78,Problem_Rank_R1,Q79_4,Q79_5,Q80,Q81,Problem_Rank_R2,Q82_3,Q82_4,Q83,Q84,Q85,Q86,Q87,Q88,Q89,LocationLatitude,LocationLongitude,LocationAccuracy
1,R_vvoaZb2iBKvjJ7j,Default Response Set,Anonymous,,,150.134.234.47,0,42790.37741,42790.39774,1,1,B389,English,English,United States,USA,2,No,2,No,1,Yes,2,No,5,Very good,4,Good,2,Between 1 and 3 years,2,Between 1 and 3 years,5,Not applicable,1,0,0,32531,1,S1,1,1,1,0,1,2206,19394,20692,1,4,4,Easy to read,2,Incorrect,14,Somewhat confident,1,Yes,,4188,4541,53901,1,S2,2,1,2267,20.27,21088,1,4,2,Difficult to read,2,Correct,15,Neutral,1,Yes,,2075,2.5,50248,1,S3,2,1,1772,11625,12513,1,4,5,Very easy to read,4,Incorrect,18,Very confident,1,Yes,,170256,170901,195541,1,S4,2,1,1848,27877,28816,1,5,1,Very difficult to read,4,Incorrect,16,Not very confident,1,Yes,,309162,309162,337154,1,S3,1,1,9183,50103,72232,1,5,3,Neutral,2,Correct,15,Neutral,2,No,"Try again does not begin with a value of ""y"", so the while loop doesn't start.",0,0,107365,1,S4,0,1,1816,25272,26052,1,4,3,Neutral,1,Incorrect,15,Neutral,1,Yes,,0,0,62180,1,S1,0,1,7422,44653,96838,1,6,5,Very easy to read,2,Incorrect,14,Somewhat confident,2,No,"counter++ was not in the while loop, so the while loop will continue forever.",0,0,114327,1,S2,0,1,1801,22282,23251,1,4,4,Easy to read,3,Correct,16,Not very confident,1,Yes,,1,1,P1,1,2,The indenting caused by the nested if-else statement makes the code hard to read.,1,P1,2,1,The do-while loop assures me that the loop while complete at least once.,1,4,It was difficult to remember the names of variables when I could not look back at the code.,the most important aspect for readability is that the logic is easily segmented. When you have logic inside of logic inside of logic it becomes difficult to follow.,My favorite tool to use is an IDE&gt; It automatically highlights functions and variables as well as tracking curly brackets so that I know what parts of the code are nested.,I will continue to use do-while loops. You can't stop me.,4.11039E+13,-8.06436E+13,-1
2,R_31nFcVPtVcbLcMN,Default Response Set,Anonymous,,,168.176.239.31,0,42640.72186,42640.74612,1,1, B3,Spanish,Spanish,Colombia,Colombia,2,No,2,No,2,No,1,Yes,5,Very good,4,Good,4,More than 5 years,3,Between 3 and 5 years,6,Less than a year,1,0,0,115110,1,S1,1,1,1,0,1,2084,38069,39061,1,4,4,Easy to read,4,Correct,14,Somewhat confident,1,Yes,,60.77,60954,128536,1,S2,2,1,2572,25044,26101,1,5,4,Easy to read,2,Correct,14,Somewhat confident,1,Yes,,0,0,104560,1,S4,0,1,2316,7372,8325,0,4,4,Easy to read,1,Correct,14,Somewhat confident,1,Yes,,0,0,48647,1,S3,0,1,0.799,7919,8791,0,4,5,Very easy to read,4,Incorrect,14,Somewhat confident,1,Yes,,0,0,218216,1,S3,0,1,13624,42264,43434,1,7,3,Neutral,2,Correct,14,Somewhat confident,1,Yes,,0,0,163287,1,S4,0,1,1.55,1.55,2354,0,1,3,Neutral,4,Incorrect,14,Somewhat confident,1,Yes,,118743,124718,127013,1,S2,3,1,1918,41071,74268,1,6,5,Very easy to read,4,Correct,14,Somewhat confident,2,No,"there is not a atribute lenght, there is a method for a int array.",0,0,95450,1,S1,0,1,6998,177302,195177,1,17,4,Easy to read,2,Incorrect,14,Somewhat confident,1,Yes,,1,1,P2,1,2,The first snipsset is more clear,1,P2,2,1,,3,4,"when working with many decision making, the bunch of if statement is less clear than a switch case.",more clear as possible as natural language,creating a flowdiagram and look up for the exceptions.,,4.6492E+13,-7.40628E+13,-1
2,R_3fcykgSJxL4bTAc,Default Response Set,Anonymous,,,168.176.239.32,0,42668.55512,42668.60262,1,1,B27,Spanish,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,3,Satisfactory,3,Satisfactory,2,Between 1 and 3 years,1,Less than 1 year,5,Not applicable,1,10134,25685,188834,-1,S1,1,1,-1,5,1,2011,71642,185461,-1,5,4,Easy to read,4,Correct,14,Somewhat confident,1,Yes,,7343,24791,179346,1,S2,2,1,5253,247.14,266193,-1,22,4,Easy to read,4,Incorrect,14,Somewhat confident,2,No,,21085,66932,171728,1,S4,5,1,4,130142,142161,-1,10,4,Easy to read,1,Correct,18,Very confident,2,No,"Cuando el indice de masa corporal tiene el valor de 18.5 no se efectua la validación del if, debido a que no se estipulo como mayor o igual que 18.5, por tanto no es lógicamente correcto",3892,43243,108839,-1,S3,4,1,2312,336375,340842,-1,16,4,Easy to read,4,Incorrect,14,Somewhat confident,2,No,"Dependiendo como se tome, el 0 no debería considerarse como número positivo, por tanto las validaciones  deberían ser solo estrictamente mayor.",12689,29624,206580,1,S3,2,1,3488,79364,80303,1,4,3,Neutral,4,Incorrect,15,Neutral,1,Yes,,3956,256059,278328,1,S4,8,1,5327,197551,199066,1,15,3,Neutral,3,Correct,18,Very confident,1,Yes,,4125,10685,320735,-1,S2,2,1,4972,140227,141030,1,4,4,Easy to read,4,Correct,14,Somewhat confident,1,Yes,,4234,48546,116542,1,S1,2,1,2271,136.63,144082,1,7,4,Easy to read,2,Incorrect,14,Somewhat confident,2,No,"aunque se puede tomar el espacio con su código ASCII, no se especifica claramente que hacer si sucediera ese caso, seria mas claro el método si se especifica ese caso",1,1,P2,2,1,"El 2 es el código correcto debido en que sino se cumple la primera validacion de nota alta, sigue el orden de nota, con las validaciones anidadas, en el primer fragmento de codigo se puede dar el caso de que un alumno que saque 95 resulte con notas ABCDF, lo cual es incorrecto.",1,P2,2,1,"Considero mejor el primer codigo porq mirandolo desde la perspectiva del usuario, mientras no se cumpla la condicion de validez de contraseña o parametros, sigue mostrandole que debe ingresarlo correctamente, lo cual concuerda mas un do while que un while",1,1,"La principal dificultad fue, que coincidio este ejercicio, con una falta de sueño por estudiar para otras asignaturas, por tanto tuve problemas de concentración.","Es importante, debido a que podemos alinearlos por ejemplo en desarrollo web a las necesidades de usuario, testing y verif9icación de codigo, segun la situación lo requiera","Sublime text, Eclipse.","En general bueno, hace rato no practicaba java",4.6492E+13,-7.40628E+13,-1
2,R_1mz0jlWkMwp633l,Default Response Set,Anonymous,,,168.176.239.31,0,42683.54914,42683.57623,1,1,B91,Spanish,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,3,Satisfactory,5,Very good,3,Between 3 and 5 years,3,Between 3 and 5 years,5,Not applicable,1,0,0,36970,1,S1,1,1,1,0,1,2.48,18776,19940,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,15629,15629,218487,1,S2,1,1,14742,71246,72633,-1,6,3,Neutral,2,Correct,14,Somewhat confident,1,Yes,,0,0,95000,1,S4,0,1,6245,41917,42767,1,4,2,Difficult to read,4,Incorrect,14,Somewhat confident,1,Yes,,0,0,76567,1,S3,0,1,2.98,26.62,27566,1,4,5,Very easy to read,4,Incorrect,18,Very confident,1,Yes,,0,0,158741,1,S3,0,1,2593,28817,29571,1,4,3,Neutral,2,Correct,14,Somewhat confident,1,Yes,,0,0,175980,1,S4,0,1,1.96,49463,50482,1,6,2,Difficult to read,3,Correct,14,Somewhat confident,1,Yes,,80907,80907,81278,1,S2,1,1,2182,22525,23559,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,67940,1,S1,0,1,1767,65126,88561,1,7,5,Very easy to read,1,Incorrect,14,Somewhat confident,1,Yes,,1,1,P2,1,2,El uso de los if dentro de otro if lo hace mas dificil de leer  / Es dificil verificar que las llaves  esten correctas,1,P2,2,1,"La estructura do while es mas clara respecto a lo que hace el algoritmo. / Se ve con mayor claridad ya que no tiene tanta lineas de codigo ""llenas"" al comenzar el metodo",1,1,,nombres claros para las variables y métodos / correcto anidamiento / ,Uso de comentarios  / Dejar lineas en blanco para separar y hacer mas legible el codigo,,4.6492E+13,-7.40628E+13,-1
2,R_yIOYPS0Ic6EAyBP,Default Response Set,Anonymous,,,190.24.142.10,0,42728.57578,42732.36889,0,1,B174,Spanish,Spanish,Colombia,Colombia,2,No,1,Yes,2,No,1,Yes,3,Satisfactory,3,Satisfactory,2,Between 1 and 3 years,2,Between 1 and 3 years,7,Between 1 and 3 years,1,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5182,38991,169523,1,S2,3,1,11336,1077206,1078970,-1,11,4,Easy to read,4,Correct,15,Neutral,1,Yes,,6213,59213,333892,-1,S1,3,1,4533,202.37,203696,1,17,4,Easy to read,2,Incorrect,16,Not very confident,1,Yes,,,,P2,,,,,P2,,,,,,,,,,,,-1
2,R_dasdNXoCSbFBVol,Default Response Set,Anonymous,,,168.176.239.33,0,42766.5331,42766.55983,1,1,B305,español,Spanish,bogota,Colombia,2,No,2,No,1,Yes,2,No,5,Very good,3,Satisfactory,1,Less than 1 year,1,Less than 1 year,5,Not applicable,1,86125,87205,165041,1,S1,1,1,1,4,1,1811,44868,45579,1,6,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,94579,94819,95168,1,S2,2,1,1925,86.79,89201,-1,14,3,Neutral,1,Incorrect,14,Somewhat confident,2,No,"no hay una condición de parada cuando la nota es mayor a 80, se se siguen evaluando los demás casos ",0,0,117102,1,S4,0,1,1503,14703,37730,1,6,5,Very easy to read,1,Correct,14,Somewhat confident,2,No,el  metodo no evalua cuando el peso de la persona es 18.5,0,0,44400,1,S3,0,1,1189,116588,120768,1,17,5,Very easy to read,4,Incorrect,18,Very confident,2,No,"la definicion de numero positivo esta mal, debe ser estrictamente mayor a cero",0,0,167189,1,S3,0,1,2684,76379,125943,1,9,4,Easy to read,2,Correct,15,Neutral,2,No,porque la cadena que compara si la respuesta esta correcta esta mal,0,0,137531,1,S4,0,1,7728,95,96003,1,4,4,Easy to read,3,Correct,14,Somewhat confident,1,Yes,,185804,185804,186168,1,S2,1,1,1783,63191,63852,1,4,3,Neutral,4,Correct,14,Somewhat confident,1,Yes,,0,0,117983,1,S1,0,1,2004,90818,92079,1,7,5,Very easy to read,1,Incorrect,15,Neutral,1,Yes,,1,1,P2,2,1,"es mas facil de entender porque no hace uso de else, el  cual tambien se puede ver como un switch ",1,P2,2,1,es mas facil entender la primera opcion por el uso del do-while ,1,5,,"poder entender el trabajo de las demás personas, para así de esta manera poder aportar en el codigo, encontrar las dificultades y errores  y trabajar en equipo.",encontrar primeros las variables implicadas en el método saber que parámetros se reciben y cuales son las que salen y encontrar en que momento se detiene.,,4.6492E+13,-7.40628E+13,-1
2,R_3QK2OuflbgZFXRE,Default Response Set,Anonymous,,,168.176.239.33,0,42766.53271,42766.57424,1,1,B289,Spanish,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,3,Satisfactory,4,Good,1,Less than 1 year,2,Between 1 and 3 years,5,Not applicable,1,0,0,150411,1,S1,1,1,1,0,1,5186,84986,89381,1,5,3,Neutral,4,Correct,18,Very confident,1,Yes,,0,0,176683,1,S2,0,1,2574,28189,31337,1,4,3,Neutral,2,Correct,18,Very confident,1,Yes,,0,0,282472,-1,S4,0,1,5756,113468,125199,-1,7,2,Difficult to read,1,Correct,16,Not very confident,2,No,"No cumple con una de las condiciones pedidas en el problema, y falla en un caso de prueba. ",0,0,98361,-1,S3,0,1,13567,168128,169933,-1,4,5,Very easy to read,4,Incorrect,18,Very confident,1,Yes,,0,0,205382,1,S3,0,1,1161,247087,270435,-1,8,4,Easy to read,4,Incorrect,16,Not very confident,2,No,"Uno de los requisitos pedidos es que el usuario decida si quiere terminar ingresando el caracter 'q' o 'e', en los condicionales se hace esta pregunta pero no para finalizar los intentos sino como parte de la comprobación de la elección a la pregunta que se le hace al usuario.",196156,198397,460248,-1,S4,2,1,2889,42.05,127389,1,6,3,Neutral,3,Correct,16,Not very confident,2,No,"El problema especifica tal vez no con mucha precision pero pide que la contraseña tenga 4 caracteres diferentes, no nos dice si por lo menos o minimo, así que asumiendo, debe tener estrictamente 4 caracteres.",0,0,224097,-1,S2,0,1,4873,87497,88660,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,113668,1,S1,0,1,2365,58117,58920,1,4,4,Easy to read,3,Correct,18,Very confident,1,Yes,,1,1,P2,1,2,"El segundo es mucho mas legible para los programadores, ademas de ser mas eficiente, al no gastar tiempo en hacer saltos de linea de codigo por los else.",1,P2,1,2,"un while siempre es mas facil de entender, ademas de que se siente un poco mas ordenado teniendo aun así el mismo funcionamiento.",1,4,Tener que pensar en varios casos de pruebas para comprobar el funcionamiento. ,"Un código corto es mejor entendido, aunque siempre hay que destacar que puede haber algún error, incluso si el código es largo. En cualquier caso, lo importante es que sí en un futuro queremos reutilizar algún código y no lo entendemos podríamos tener que gastar bastante tiempo recordando como entenderlo. Pienso que a veces intentar resolver con eficiencia puede ser la mejor manera de crear un código que se pueda leer con facilidad ( no siempre )",Leer y comprobar varios casos de prueba.,"Todos los códigos estuvieron interesantes, aunque pudo haber uno que fuera bien difícil.",4.6492E+13,-7.40628E+13,-1
2,R_2PceTdRkeEsdIJn,Default Response Set,Anonymous,,,168.176.239.36,0,42774.5438,42774.55956,1,1,B300,Español,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,5,Very good,4,Good,2,Between 1 and 3 years,2,Between 1 and 3 years,5,Not applicable,1,0,0,25889,1,S1,1,1,1,0,1,1.43,17365,18113,1,5,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,61622,1,S2,0,1,2181,17013,18373,1,7,3,Neutral,2,Correct,14,Somewhat confident,1,Yes,,0,0,114443,1,S4,0,1,2352,13001,13892,1,7,3,Neutral,4,Incorrect,18,Very confident,1,Yes,,0,0,22183,1,S3,0,1,1457,15529,16362,1,4,5,Very easy to read,4,Incorrect,18,Very confident,1,Yes,,0,0,107251,1,S3,0,1,1238,84918,86079,1,6,4,Easy to read,2,Correct,14,Somewhat confident,1,Yes,,0,0,83901,1,S4,0,1,2087,75527,76430,1,13,4,Easy to read,3,Correct,14,Somewhat confident,1,Yes,,39555,39555,135383,1,S2,1,1,2657,36096,36443,1,7,3,Neutral,4,Correct,15,Neutral,1,Yes,,40221,58426,87958,1,S1,3,1,3615,64311,76502,1,9,3,Neutral,1,Incorrect,15,Neutral,2,No,Necesita un else en la segunda mitad del while,1,1,P2,1,2,If's anidados ilegibles,1,P2,1,2,do while innecesario,2,1,Recordar simbolos especificos en el codigo,"Evitar ifs anidados, comentar la idea detras del codigo",Comentar constantemente,El codigo deberia estar presente durante la solucion de las preguntas.,4.6492E+13,-7.40628E+13,-1
2,R_2bUWONy0eIuVVok,Default Response Set,Anonymous,,,24.239.102.51,0,42790.45302,42790.48392,1,1,B249,English,English,United States,USA,2,No,2,No,1,Yes,2,No,5,Very good,4,Good,3,Between 3 and 5 years,1,Less than 1 year,5,Not applicable,1,0,0,20798,1,S1,1,1,1,0,1,3408,131529,140061,-1,7,4,Easy to read,4,Correct,18,Very confident,1,Yes,,0,0,72098,1,S2,0,1,23023,386.11,395240,-1,5,5,Very easy to read,2,Correct,18,Very confident,1,Yes,,0,0,82551,1,S4,0,1,15986,26863,68753,1,8,4,Easy to read,1,Correct,18,Very confident,2,No,"The inclusive range for 18.5 is not written properly in the code, so a BMI of 18.5 will not return the current result.",0,0,25320,1,S3,0,1,1195,96663,99002,1,17,4,Easy to read,4,Incorrect,14,Somewhat confident,2,No,The inclusion of 0 for positive integer checking (&gt;= 0)should be non-inclusive (&gt; 0) so 0 is not counted as an integer.,0,0,14130,0,S3,0,1,261.15,309609,350161,-1,6,4,Easy to read,2,Correct,14,Somewhat confident,2,No,"There is no break when the user correctly answers ""c"" for the question",0,0,12410,0,S4,0,1,82034,166587,202362,1,4,4,Easy to read,3,Correct,14,Somewhat confident,1,Yes,,0,0,14403,0,S2,0,1,178.05,222392,224659,-1,5,4,Easy to read,4,Correct,18,Very confident,1,Yes,,0,0,11447,0,S1,0,1,292173,299974,300962,-1,4,4,Easy to read,3,Correct,14,Somewhat confident,1,Yes,,1,1,P2,1,2,The separate if checks really helps to visually distinguish what is going on.  Significantly more straightforward,1,P2,2,1,The do while loop only needs one check if the password is valid the first time so logically it makes more sense and is easier to read.,2,3,Having no reference to the code when being asked questions about it.,Minimalistic and effective code.  Avoiding excessive nested statements.,Effective syntax highlighting in a code editor,,4.12361E+13,-8.19224E+13,-1
3,R_d5rJ2cjlOmroPq9,Default Response Set,Anonymous,,,168.176.239.35,0,42640.72213,42640.75416,1,1,B5,Spanish,Spanish,Colombia,Colombia,2,No,1,Yes,1,Yes,2,No,4,Good,4,Good,3,Between 3 and 5 years,3,Between 3 and 5 years,7,Between 1 and 3 years,1,0,0,119805,1,S1,1,1,1,0,1,2028,67.58,68631,1,4,4,Easy to read,4,Correct,18,Very confident,1,Yes,,0,0,113368,1,S3,0,1,2036,17004,45375,1,5,1,Very difficult to read,1,Correct,18,Very confident,2,No,Cuando se ingresa el valor 80 o 70 la función retorna 'F',0,0,157000,1,S2,0,1,3672,14.88,15996,1,4,2,Difficult to read,4,Correct,18,Very confident,1,Yes,,0,0,214826,1,S4,0,1,2325,14366,16320,1,4,1,Very difficult to read,4,Incorrect,18,Very confident,1,Yes,,0,0,245516,1,S4,0,1,3402,70553,77765,1,7,3,Neutral,2,Correct,14,Somewhat confident,1,Yes,,0,0,325981,1,S1,0,1,7355,71363,72775,1,4,2,Difficult to read,1,Correct,18,Very confident,1,Yes,,0,0,72405,1,S2,0,1,2313,39241,40957,1,4,4,Easy to read,4,Correct,18,Very confident,1,Yes,,0,0,213263,-1,S3,0,1,3.94,192418,205862,1,6,4,Easy to read,4,Correct,18,Very confident,2,No,"La sentencia ""continue"" hace que el ""while"" salte a la siguiente iteración, sin embargo en esta, se volverá a revisar el arreglo en el indice previamente visto, por tanto si existe en el arreglo una letra distinta a la que se está buscando, el ""while"" se quedará en un ciclo infinito ",1,1,P3,1,2,"Con el primero es más fácil saber qué líneas de código están dentro de sus respectivas llaves ""{}""",1,P3,1,2,"El while contra el do while muestra la condición antes del código a ejecutar por este, por tanto hace que se entienda mejor qué se va a hacer y cuál será su condición de salida.",1,2,Confusión con el uso de .compareTo() ,"Líneas identadas, nombres de variables coherentes al propósito de estas.","Leer el código e ""imaginarme"" de cierta manera lo que está sucediendo en este, a veces el uso de papel y lápiz dibujando diagramas o simplemente los valores de las variables a través del tiempo.",Fue evidente que el uso de colores en los editores de código ayuda a la legibilidad de los programas.,4.6492E+13,-7.40628E+13,-1
3,R_1DIjJJnCfD2Q98d,Default Response Set,Anonymous,,,168.176.239.33,0,42668.55564,42668.58715,1,1,B19,Spanish,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,3,Satisfactory,4,Good,3,Between 3 and 5 years,2,Between 1 and 3 years,5,Not applicable,1,14205,97972,98726,1,S1,1,1,1,2,1,2146,46585,49659,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,11008,13324,57516,1,S3,4,1,2366,21334,24625,1,4,5,Very easy to read,1,Correct,18,Very confident,1,Yes,,63139,79181,80924,1,S2,2,1,2389,21609,22681,1,4,4,Easy to read,4,Correct,14,Somewhat confident,1,Yes,,9659,10031,29308,1,S4,2,1,39997,112091,113344,1,5,4,Easy to read,3,Correct,18,Very confident,1,Yes,,0,0,4660,0,S4,0,1,95657,153074,155024,-1,4,5,Very easy to read,2,Correct,18,Very confident,1,Yes,,0,0,156413,1,S1,0,1,51043,322865,324248,-1,8,5,Very easy to read,3,Incorrect,18,Very confident,1,Yes,,18681,18681,73157,1,S2,1,1,8705,96011,109336,1,6,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,5951,0,S3,0,1,73207,225493,226873,1,10,5,Very easy to read,3,Incorrect,14,Somewhat confident,1,Yes,,1,1,P3,1,2,"Muchas veces la indentación se convierte un poco tedioso de leer, y en ese caso los condicionales anidados se vuelven poco agradables a la vista",1,P3,1,2,"Es más sencilla la lectura cuando se tiene el control ""manual"" de las veces que hace el ciclo, aunque aumente las comparaciones en 1",1,4,"El hecho de no poderse devolver a revisar el código, muchas veces en la primera y única lectura no detecta uno errores mínimos de código que pueden ser relevantes en la respuesta","Entendimiento y conocer el objetivo método, es sumamente importante para poder manipularlo de forma adecuada","La identación es necesaria, los depuradores de código, ya que muestran el valor de las variable cuando se encuentra el código ejecutandose",,4.6492E+13,-7.40628E+13,-1
3,R_2sT6ThOvGdP3M3E,Default Response Set,Anonymous,,,168.176.239.35,0,42683.55002,42683.58258,1,1,B84,Español,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,3,Satisfactory,3,Satisfactory,3,Between 3 and 5 years,2,Between 1 and 3 years,5,Not applicable,1,0,0,153689,1,S1,1,1,1,0,1,60188,257147,258064,-1,4,5,Very easy to read,4,Correct,14,Somewhat confident,1,Yes,,92848,93875,94197,1,S3,2,1,8.52,140079,146845,1,14,3,Neutral,1,Correct,18,Very confident,2,No,En el método lógicamente se debería hacer uso de los condicionales elseif en vez de un if por cada caso,0,0,366589,-1,S2,0,1,2263,24008,27900,1,4,2,Difficult to read,4,Correct,18,Very confident,1,Yes,,0,0,112800,1,S4,0,1,4.2,130552,130829,1,10,2,Difficult to read,3,Correct,18,Very confident,2,No,el código tiene un error en la segunda parte por que cuando el segundo y el tercero son positivo esta imprimiendo 1 cuando debería imprimir 2 e imprime 2 cuando solamente el segundo es positivo,0,0,233348,1,S4,0,1,2374,43375,46539,1,11,2,Difficult to read,2,Correct,18,Very confident,2,No,el metodo continua jugando aun después de hacer seleccionado la opción correcta,0,0,309963,1,S1,0,1,1856,50344,51189,1,7,1,Very difficult to read,2,Incorrect,14,Somewhat confident,1,Yes,,0,0,89128,1,S2,0,1,2261,33101,33394,1,5,3,Neutral,4,Correct,18,Very confident,1,Yes,,0,0,72476,1,S3,0,1,1758,58429,63129,1,7,3,Neutral,1,Incorrect,14,Somewhat confident,2,No,"cuando encuentra un caracter diferente al buscado en la frase, este metodo colapsa",1,1,P3,1,2,es mucho mas comodo para leer y entender,1,P3,1,2,"debiado a que el codigo seleccionado con 1 valida mas comodamente si el arreglo es vacio para retornar el 0, aparte, ambos hacen lo mismo pero este en menos lineas",1,2,"hay algunas funciones que no recordaba bien como funcionaban, como el resultado del compareTo","el orden, identacion, uso de las variables necesarias, declaración de los condicionales","seguir identaciones y paréntesis, estas secciones ayudan mucho a hacerse una idea desde lo mas pequeño",nada en especifico,4.6492E+13,-7.40628E+13,-1
3,R_2OYHCc9yLaDyAiJ,Default Response Set,Anonymous,,,186.154.162.15,0,42699.82558,42699.87535,1,1,B118,Spanish,Spanish,Colombia,Colombia,2,No,1,Yes,1,Yes,2,No,3,Satisfactory,3,Satisfactory,2,Between 1 and 3 years,1,Less than 1 year,7,Between 1 and 3 years,1,0,0,176950,-1,S1,1,1,1,0,1,3596,86502,87936,1,4,3,Neutral,4,Correct,14,Somewhat confident,1,Yes,,0,0,61011,1,S3,0,1,8.74,92596,94150,1,8,5,Very easy to read,1,Correct,18,Very confident,2,No,when the input is 80 the method return a wrong answer,0,0,141084,1,S2,0,1,3973,20709,21448,1,5,3,Neutral,4,Correct,14,Somewhat confident,1,Yes,,0,0,180216,1,S4,0,1,9868,182468,197406,1,9,2,Difficult to read,3,Correct,18,Very confident,2,No,"because when the first number is less or equal than zero, the second and third are greater than zero the method should return 2 but it return 1",0,0,106766,1,S4,0,1,1708,66708,94870,1,10,2,Difficult to read,2,Correct,15,Neutral,2,No,"the method should end when the user select the correct answer but it show to the user ""correct!"" but next say ""try again?""",0,0,351836,1,S1,0,1,2.18,22491,23280,1,4,2,Difficult to read,1,Correct,14,Somewhat confident,1,Yes,,0,0,88181,1,S2,0,1,3521,38.49,39226,1,4,3,Neutral,4,Correct,15,Neutral,1,Yes,,0,0,135339,1,S3,0,1,1618,181.29,189053,1,10,1,Very difficult to read,4,Correct,16,Not very confident,2,No,Im not very confident but I think that the method will never end if at least one letter of the input word is different that the letter of the second parameter because the continue statement will jump to the while and without increase the index counter,1,1,P3,1,2,because the spaghetti code is hard to understand,1,P3,1,2,because do-while statements it's harder to understand than while,1,1,difficulties with code that have high nesting ,less code and less nested cycles ,webstorm (code highlight and dependency search) and pencil/paper,"I want to know more about the experiment and the future results, maybe if is possible send me information to the email davasqueza@unal.edu.co",4.6492E+13,-7.40628E+13,-1
