Problem,ProblemCorrectness,ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,ParticipantID,Language,Country,ReadingDisorder,CurrentDev,CurrentUGrad,CurrentGrad,EnglishSkill,JavaSkill,ProgrammingSkill,YearsJava,YearsProgramming,ReadTime,AnswerTime,Readability,MCQCorrectness,ConfidenceLevel,LogicalCorrectness,LogicalCorrectnessExplanation
r1p4s1,1,R_21GNXglAibQGim6,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42766.532999999996,42766.561480000004,1,B296,Spanish,Colombia,2,2,1,2,2,3,1,2,5,64911.0,120787.0,Easy to read,Correct,Neutral,1,nan
r2p4s3,0,R_21GNXglAibQGim6,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42766.532999999996,42766.561480000004,1,B296,Spanish,Colombia,2,2,1,2,2,3,1,2,5,163314.0,23975.0,Easy to read,Correct,Neutral,1,.
r1p1s4,0,R_27W1XZDOMIjJPhO,Default Response Set,Anonymous,nan,nan,181.59.244.182,0,42772.7385,42772.800639999994,1,B132,Spanish,Colombia,2,1,2,2,5,2,4,1,9,976651.0,90982.0,Neutral,Correct,Somewhat confident,1,Fails to consider num2 >= number 3.
r2p1s1,1,R_27W1XZDOMIjJPhO,Default Response Set,Anonymous,nan,nan,181.59.244.182,0,42772.7385,42772.800639999994,1,B132,Spanish,Colombia,2,1,2,2,5,2,4,1,9,174551.0,93175.0,Neutral,Incorrect,Not at all confident,1,nan
r1p2s2,1,R_27W1XZDOMIjJPhO,Default Response Set,Anonymous,nan,nan,181.59.244.182,0,42772.7385,42772.800639999994,1,B132,Spanish,Colombia,2,1,2,2,5,2,4,1,9,1489976.0,40638.0,Neutral,Correct,Not at all confident,1,nan
r2p2s2,1,R_27W1XZDOMIjJPhO,Default Response Set,Anonymous,nan,nan,181.59.244.182,0,42772.7385,42772.800639999994,1,B132,Spanish,Colombia,2,1,2,2,5,2,4,1,9,84891.0,62593.0,Easy to read,Incorrect,Not at all confident,1,nan
r1p3s3,0,R_27W1XZDOMIjJPhO,Default Response Set,Anonymous,nan,nan,181.59.244.182,0,42772.7385,42772.800639999994,1,B132,Spanish,Colombia,2,1,2,2,5,2,4,1,9,53996.0,14479.0,Easy to read,Incorrect,Very confident,0,nan
r2p3s4,0,R_27W1XZDOMIjJPhO,Default Response Set,Anonymous,nan,nan,181.59.244.182,0,42772.7385,42772.800639999994,1,B132,Spanish,Colombia,2,1,2,2,5,2,4,1,9,572167.0,181537.0,Easy to read,Correct,Very confident,1,It should have used while and not do .. while.
r1p4s1,1,R_27W1XZDOMIjJPhO,Default Response Set,Anonymous,nan,nan,181.59.244.182,0,42772.7385,42772.800639999994,1,B132,Spanish,Colombia,2,1,2,2,5,2,4,1,9,114509.0,12251.0,Very easy to read,Correct,Very confident,1,nan
r2p4s3,0,R_27W1XZDOMIjJPhO,Default Response Set,Anonymous,nan,nan,181.59.244.182,0,42772.7385,42772.800639999994,1,B132,Spanish,Colombia,2,1,2,2,5,2,4,1,9,49521.0,834202.0,Easy to read,Correct,Not at all confident,1,I think it never ends when the searched char is in the string. But that's from what I remember.
r1p1s4,0,R_12xMecjC5wBqZrC,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42774.54279,42774.565,1,B360,Spanish,Colombia,2,2,1,2,4,3,3,2,5,76176.0,47359.0,Neutral,Incorrect,Somewhat confident,0,nan
r2p1s1,1,R_12xMecjC5wBqZrC,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42774.54279,42774.565,1,B360,Spanish,Colombia,2,2,1,2,4,3,3,2,5,123591.0,33051.0,Very easy to read,Correct,Very confident,1,nan
r1p2s2,1,R_12xMecjC5wBqZrC,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42774.54279,42774.565,1,B360,Spanish,Colombia,2,2,1,2,4,3,3,2,5,101208.0,32461.0,Neutral,Correct,Very confident,1,nan
r2p2s2,1,R_12xMecjC5wBqZrC,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42774.54279,42774.565,1,B360,Spanish,Colombia,2,2,1,2,4,3,3,2,5,165373.0,98333.0,Neutral,Correct,Very confident,1,nan
r1p3s3,0,R_12xMecjC5wBqZrC,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42774.54279,42774.565,1,B360,Spanish,Colombia,2,2,1,2,4,3,3,2,5,77597.0,14819.0,Very easy to read,Incorrect,Very confident,0,nan
r2p3s4,0,R_12xMecjC5wBqZrC,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42774.54279,42774.565,1,B360,Spanish,Colombia,2,2,1,2,4,3,3,2,5,96665.0,103682.0,Neutral,Incorrect,Very confident,0,nan
r1p4s1,1,R_12xMecjC5wBqZrC,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42774.54279,42774.565,1,B360,Spanish,Colombia,2,2,1,2,4,3,3,2,5,36683.0,16762.0,Very easy to read,Correct,Very confident,1,nan
r2p4s3,0,R_12xMecjC5wBqZrC,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42774.54279,42774.565,1,B360,Spanish,Colombia,2,2,1,2,4,3,3,2,5,145369.0,51876.0,Neutral,Correct,Somewhat confident,0,nan
r1p1s4,0,R_3F2R6Inv1thK23I,Default Response Set,Anonymous,nan,nan,150.134.234.43,0,42787.5236,42787.553680000005,1,B382,English,USA,2,1,2,2,5,3,4,2,7,167345.0,142880.0,Very difficult to read,Correct,Somewhat confident,1,When all inputs are equal the variable holding the largest value never gets reassigned from its initial value. A correct output for this circumstance would be any of the input values (they are all the same value so it is the largest of them).
r2p1s1,1,R_3F2R6Inv1thK23I,Default Response Set,Anonymous,nan,nan,150.134.234.43,0,42787.5236,42787.553680000005,1,B382,English,USA,2,1,2,2,5,3,4,2,7,149043.0,72019.0,Neutral,Correct,Somewhat confident,0,Logically it is technically correct but there is an error in the code. When it prompts for an answer it uses `print` instead of `println`.
r1p2s2,1,R_3F2R6Inv1thK23I,Default Response Set,Anonymous,nan,nan,150.134.234.43,0,42787.5236,42787.553680000005,1,B382,English,USA,2,1,2,2,5,3,4,2,7,78113.0,24339.0,Neutral,Correct,Somewhat confident,1,nan
r2p2s2,1,R_3F2R6Inv1thK23I,Default Response Set,Anonymous,nan,nan,150.134.234.43,0,42787.5236,42787.553680000005,1,B382,English,USA,2,1,2,2,5,3,4,2,7,216387.0,20344.0,Difficult to read,Correct,Somewhat confident,1,nan
r1p3s3,0,R_3F2R6Inv1thK23I,Default Response Set,Anonymous,nan,nan,150.134.234.43,0,42787.5236,42787.553680000005,1,B382,English,USA,2,1,2,2,5,3,4,2,7,83221.0,78378.0,Easy to read,Correct,Very confident,1,When the input is 18.5 the output is incorrectly "Overweight". The correct output would be "Normal".
r2p3s4,0,R_3F2R6Inv1thK23I,Default Response Set,Anonymous,nan,nan,150.134.234.43,0,42787.5236,42787.553680000005,1,B382,English,USA,2,1,2,2,5,3,4,2,7,82567.0,73506.0,Easy to read,Incorrect,Very confident,1,Infinite loop when one or more of the numbers in the array is non-positive (zero or negative).
r1p4s1,1,R_3F2R6Inv1thK23I,Default Response Set,Anonymous,nan,nan,150.134.234.43,0,42787.5236,42787.553680000005,1,B382,English,USA,2,1,2,2,5,3,4,2,7,37725.0,24401.0,Very easy to read,Correct,Very confident,1,nan
r2p4s3,0,R_3F2R6Inv1thK23I,Default Response Set,Anonymous,nan,nan,150.134.234.43,0,42787.5236,42787.553680000005,1,B382,English,USA,2,1,2,2,5,3,4,2,7,88141.0,132641.0,Easy to read,Correct,Very confident,1,Using the `continue` token skips the rest of that loop cycle. This means that when the code hits a letter that doesn't match the `letter` it will infinite loop. The index is only incremented at the end and not when the character doesn't match.
r1p1s4,0,R_1jVWg4qUjue9qPX,Default Response Set,Anonymous,nan,nan,24.239.44.249,0,42787.803810000005,42787.94993,1,B256,English,USA,2,2,1,2,5,4,3,2,5,24395.0,144659.0,Difficult to read,Correct,Neutral,0,nan
r2p1s1,1,R_1jVWg4qUjue9qPX,Default Response Set,Anonymous,nan,nan,24.239.44.249,0,42787.803810000005,42787.94993,1,B256,English,USA,2,2,1,2,5,4,3,2,5,31514.0,75788.0,Easy to read,Correct,Very confident,1,nan
r1p2s2,1,R_1jVWg4qUjue9qPX,Default Response Set,Anonymous,nan,nan,24.239.44.249,0,42787.803810000005,42787.94993,1,B256,English,USA,2,2,1,2,5,4,3,2,5,17528.0,389383.0,Very difficult to read,Correct,Neutral,1,nan
r2p2s2,1,R_1jVWg4qUjue9qPX,Default Response Set,Anonymous,nan,nan,24.239.44.249,0,42787.803810000005,42787.94993,1,B256,English,USA,2,2,1,2,5,4,3,2,5,26924.0,61577.0,Difficult to read,Incorrect,Very confident,1,nan
r1p3s3,0,R_1jVWg4qUjue9qPX,Default Response Set,Anonymous,nan,nan,24.239.44.249,0,42787.803810000005,42787.94993,1,B256,English,USA,2,2,1,2,5,4,3,2,5,25424.0,63952.0,Easy to read,Incorrect,Somewhat confident,0,nan
r2p3s4,0,R_1jVWg4qUjue9qPX,Default Response Set,Anonymous,nan,nan,24.239.44.249,0,42787.803810000005,42787.94993,1,B256,English,USA,2,2,1,2,5,4,3,2,5,38880.0,438553.0,Neutral,Incorrect,Very confident,1,Count will not increment when the if condition fails.
r1p4s1,1,R_1jVWg4qUjue9qPX,Default Response Set,Anonymous,nan,nan,24.239.44.249,0,42787.803810000005,42787.94993,1,B256,English,USA,2,2,1,2,5,4,3,2,5,75598.0,53273.0,Neutral,Correct,Very confident,1,nan
r2p4s3,0,R_1jVWg4qUjue9qPX,Default Response Set,Anonymous,nan,nan,24.239.44.249,0,42787.803810000005,42787.94993,1,B256,English,USA,2,2,1,2,5,4,3,2,5,21357.0,191788.0,Easy to read,Correct,Very confident,1,Counter is not incremented when the if conditional fails.
r1p1s4,0,R_2ZCxI5TC9Q9oxXD,Default Response Set,Anonymous,nan,nan,104.230.123.70,0,42788.88522,42788.89844,1,B288,English,USA,2,2,1,2,4,3,2,1,5,6446.0,44770.0,Difficult to read,Correct,Somewhat confident,1,It doesn't account for numbers that are equal
r2p1s1,1,R_2ZCxI5TC9Q9oxXD,Default Response Set,Anonymous,nan,nan,104.230.123.70,0,42788.88522,42788.89844,1,B288,English,USA,2,2,1,2,4,3,2,1,5,29318.0,120874.0,Easy to read,Incorrect,Somewhat confident,1,nan
r1p2s2,1,R_2ZCxI5TC9Q9oxXD,Default Response Set,Anonymous,nan,nan,104.230.123.70,0,42788.88522,42788.89844,1,B288,English,USA,2,2,1,2,4,3,2,1,5,8027.0,22891.0,Easy to read,Correct,Somewhat confident,1,nan
r2p2s2,1,R_2ZCxI5TC9Q9oxXD,Default Response Set,Anonymous,nan,nan,104.230.123.70,0,42788.88522,42788.89844,1,B288,English,USA,2,2,1,2,4,3,2,1,5,45763.0,70737.0,Easy to read,Correct,Somewhat confident,1,nan
r1p3s3,0,R_2ZCxI5TC9Q9oxXD,Default Response Set,Anonymous,nan,nan,104.230.123.70,0,42788.88522,42788.89844,1,B288,English,USA,2,2,1,2,4,3,2,1,5,23820.0,29115.0,Easy to read,Incorrect,Somewhat confident,0,nan
r2p3s4,0,R_2ZCxI5TC9Q9oxXD,Default Response Set,Anonymous,nan,nan,104.230.123.70,0,42788.88522,42788.89844,1,B288,English,USA,2,2,1,2,4,3,2,1,5,17821.0,93245.0,Neutral,Incorrect,Somewhat confident,0,nan
r1p4s1,1,R_2ZCxI5TC9Q9oxXD,Default Response Set,Anonymous,nan,nan,104.230.123.70,0,42788.88522,42788.89844,1,B288,English,USA,2,2,1,2,4,3,2,1,5,7834.0,36239.0,Easy to read,Correct,Somewhat confident,1,nan
r2p4s3,0,R_2ZCxI5TC9Q9oxXD,Default Response Set,Anonymous,nan,nan,104.230.123.70,0,42788.88522,42788.89844,1,B288,English,USA,2,2,1,2,4,3,2,1,5,7557.0,221498.0,Neutral,Correct,Neutral,1,If there letter is not the same it doesn't iterate to the next index
r1p1s4,0,R_3DpUlad1RL1BRkt,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555210000006,42668.57796,1,B40,Spanish,Colombia,2,2,1,2,5,4,4,3,5,298369.0,26608.0,Easy to read,Correct,Very confident,1,It doesn't work when the numbers are equal
r2p1s1,1,R_3DpUlad1RL1BRkt,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555210000006,42668.57796,1,B40,Spanish,Colombia,2,2,1,2,5,4,4,3,5,89290.0,44118.0,Neutral,Incorrect,Very confident,1,nan
r1p2s3,0,R_3DpUlad1RL1BRkt,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555210000006,42668.57796,1,B40,Spanish,Colombia,2,2,1,2,5,4,4,3,5,43217.0,33422.0,Very easy to read,Correct,Very confident,0,nan
r2p2s3,0,R_3DpUlad1RL1BRkt,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555210000006,42668.57796,1,B40,Spanish,Colombia,2,2,1,2,5,4,4,3,5,130552.0,40904.0,Neutral,Incorrect,Somewhat confident,0,nan
r1p3s1,1,R_3DpUlad1RL1BRkt,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555210000006,42668.57796,1,B40,Spanish,Colombia,2,2,1,2,5,4,4,3,5,106617.0,137501.0,Easy to read,Incorrect,Very confident,0,Because it does not evaluate the bmi according to the inverals provided.
r2p3s2,1,R_3DpUlad1RL1BRkt,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555210000006,42668.57796,1,B40,Spanish,Colombia,2,2,1,2,5,4,4,3,5,76021.0,35941.0,Neutral,Incorrect,Very confident,0,Doesn't take into account the occurence of zeros
r1p4s2,1,R_3DpUlad1RL1BRkt,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555210000006,42668.57796,1,B40,Spanish,Colombia,2,2,1,2,5,4,4,3,5,142489.0,53000.0,Difficult to read,Incorrect,Somewhat confident,0,Too complicated too hard to track if it does what it is supposed to
r2p4s4,0,R_3DpUlad1RL1BRkt,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555210000006,42668.57796,1,B40,Spanish,Colombia,2,2,1,2,5,4,4,3,5,77165.0,55257.0,Neutral,Correct,Somewhat confident,1,It doesn't count properly and doesn't use the loop correctly
r1p1s4,0,R_9HbStFrlPvDCERX,Default Response Set,Anonymous,nan,nan,186.29.183.11,0,42683.550760000006,42683.80095,0,B76,Spanish,Colombia,2,2,2,2,2,3,1,1,5,320266.0,190791.0,Neutral,Correct,Somewhat confident,1,It does not work when the numbers are the same it lacks conditions of greater equal or less equal
r2p1s1,1,R_9HbStFrlPvDCERX,Default Response Set,Anonymous,nan,nan,186.29.183.11,0,42683.550760000006,42683.80095,0,B76,Spanish,Colombia,2,2,2,2,2,3,1,1,5,137723.0,57714.0,Neutral,Correct,Somewhat confident,1,nan
r1p2s3,0,R_9HbStFrlPvDCERX,Default Response Set,Anonymous,nan,nan,186.29.183.11,0,42683.550760000006,42683.80095,0,B76,Spanish,Colombia,2,2,2,2,2,3,1,1,5,81734.0,67492.0,Neutral,Correct,Somewhat confident,1,The conditions do not match the table
r2p2s3,0,R_9HbStFrlPvDCERX,Default Response Set,Anonymous,nan,nan,186.29.183.11,0,42683.550760000006,42683.80095,0,B76,Spanish,Colombia,2,2,2,2,2,3,1,1,5,142447.0,61218.0,Difficult to read,Correct,Neutral,0,nan
r1p3s1,1,R_9HbStFrlPvDCERX,Default Response Set,Anonymous,nan,nan,186.29.183.11,0,42683.550760000006,42683.80095,0,B76,Spanish,Colombia,2,2,2,2,2,3,1,1,5,108513.0,57976.0,Easy to read,Correct,Somewhat confident,1,nan
r2p3s2,1,R_9HbStFrlPvDCERX,Default Response Set,Anonymous,nan,nan,186.29.183.11,0,42683.550760000006,42683.80095,0,B76,Spanish,Colombia,2,2,2,2,2,3,1,1,5,159546.0,80404.0,Easy to read,Incorrect,Somewhat confident,0,The condition of the while does not meet all the options
r1p4s2,1,R_9HbStFrlPvDCERX,Default Response Set,Anonymous,nan,nan,186.29.183.11,0,42683.550760000006,42683.80095,0,B76,Spanish,Colombia,2,2,2,2,2,3,1,1,5,267109.0,173654.0,Very difficult to read,Correct,Neutral,1,nan
r2p4s4,0,R_9HbStFrlPvDCERX,Default Response Set,Anonymous,nan,nan,186.29.183.11,0,42683.550760000006,42683.80095,0,B76,Spanish,Colombia,2,2,2,2,2,3,1,1,5,4504.0,125064.0,Neutral,Correct,Somewhat confident,1,The condition must include the increase of the counter variable to advance if it is not the letter
r1p1s4,0,R_3nA6FBp1hMM93Se,Default Response Set,Anonymous,nan,nan,152.201.183.4,0,42716.244510000004,42716.260089999996,0,B162,Spanish,Colombia,2,1,2,1,3,5,1,4,9,66601.0,63492.0,Very easy to read,Correct,Neutral,1,Does not include equality between the three numbers or failing between two of them
r2p1s1,1,R_3nA6FBp1hMM93Se,Default Response Set,Anonymous,nan,nan,152.201.183.4,0,42716.244510000004,42716.260089999996,0,B162,Spanish,Colombia,2,1,2,1,3,5,1,4,9,56482.0,20351.0,Neutral,Correct,Neutral,0,nan
r1p2s3,0,R_3nA6FBp1hMM93Se,Default Response Set,Anonymous,nan,nan,152.201.183.4,0,42716.244510000004,42716.260089999996,0,B162,Spanish,Colombia,2,1,2,1,3,5,1,4,9,54711.0,nan,nan,nan,nan,0,nan
r2p2s3,0,R_3nA6FBp1hMM93Se,Default Response Set,Anonymous,nan,nan,152.201.183.4,0,42716.244510000004,42716.260089999996,0,B162,Spanish,Colombia,2,1,2,1,3,5,1,4,9,115178.0,49865.0,Very easy to read,Incorrect,Neutral,0,nan
r1p3s1,1,R_3nA6FBp1hMM93Se,Default Response Set,Anonymous,nan,nan,152.201.183.4,0,42716.244510000004,42716.260089999996,0,B162,Spanish,Colombia,2,1,2,1,3,5,1,4,9,103415.0,96327.0,Very easy to read,Correct,Neutral,0,Although the evaluations are done in an if and are in order I would prefer to use ranges in the if as in the table
r2p3s2,1,R_3nA6FBp1hMM93Se,Default Response Set,Anonymous,nan,nan,152.201.183.4,0,42716.244510000004,42716.260089999996,0,B162,Spanish,Colombia,2,1,2,1,3,5,1,4,9,60100.0,94743.0,Very easy to read,Correct,Neutral,0,Why ask if the value of the content of a position is zero? Simply go through the list add and now.
r1p4s2,1,R_3nA6FBp1hMM93Se,Default Response Set,Anonymous,nan,nan,152.201.183.4,0,42716.244510000004,42716.260089999996,0,B162,Spanish,Colombia,2,1,2,1,3,5,1,4,9,109295.0,44350.0,Neutral,Correct,Neutral,1,nan
r2p4s4,0,R_3nA6FBp1hMM93Se,Default Response Set,Anonymous,nan,nan,152.201.183.4,0,42716.244510000004,42716.260089999996,0,B162,Spanish,Colombia,2,1,2,1,3,5,1,4,9,92357.0,116969.0,Easy to read,Correct,Neutral,1,It is thus counted the character not this in the bone word will always return the number of characters of the sentence regardless of whether or not it is not unless the sentence is empty because in this case it returns zero
r1p1s4,0,R_1nOWTGMv9LOH5th,Default Response Set,Anonymous,nan,nan,132.255.20.132,0,42737.545739999994,42737.614910000004,1,B183,Spanish,Colombia,2,1,2,1,3,4,3,3,8,204485.0,122794.0,Difficult to read,Correct,Not very confident,0,nan
r2p1s1,1,R_1nOWTGMv9LOH5th,Default Response Set,Anonymous,nan,nan,132.255.20.132,0,42737.545739999994,42737.614910000004,1,B183,Spanish,Colombia,2,1,2,1,3,4,3,3,8,91993.0,66432.0,Very easy to read,Correct,Somewhat confident,1,nan
r1p2s3,0,R_1nOWTGMv9LOH5th,Default Response Set,Anonymous,nan,nan,132.255.20.132,0,42737.545739999994,42737.614910000004,1,B183,Spanish,Colombia,2,1,2,1,3,4,3,3,8,92321.0,97538.0,Very easy to read,Correct,Somewhat confident,0,nan
r2p2s3,0,R_1nOWTGMv9LOH5th,Default Response Set,Anonymous,nan,nan,132.255.20.132,0,42737.545739999994,42737.614910000004,1,B183,Spanish,Colombia,2,1,2,1,3,4,3,3,8,993824.0,89243.0,Neutral,Correct,Somewhat confident,0,nan
r1p3s1,1,R_1nOWTGMv9LOH5th,Default Response Set,Anonymous,nan,nan,132.255.20.132,0,42737.545739999994,42737.614910000004,1,B183,Spanish,Colombia,2,1,2,1,3,4,3,3,8,254702.0,18421.0,Neutral,Correct,Very confident,1,nan
r2p3s2,1,R_1nOWTGMv9LOH5th,Default Response Set,Anonymous,nan,nan,132.255.20.132,0,42737.545739999994,42737.614910000004,1,B183,Spanish,Colombia,2,1,2,1,3,4,3,3,8,185790.0,76319.0,Neutral,Correct,Somewhat confident,1,nan
r1p4s2,1,R_1nOWTGMv9LOH5th,Default Response Set,Anonymous,nan,nan,132.255.20.132,0,42737.545739999994,42737.614910000004,1,B183,Spanish,Colombia,2,1,2,1,3,4,3,3,8,71583.0,62631.0,Very easy to read,Correct,Neutral,1,nan
r2p4s4,0,R_1nOWTGMv9LOH5th,Default Response Set,Anonymous,nan,nan,132.255.20.132,0,42737.545739999994,42737.614910000004,1,B183,Spanish,Colombia,2,1,2,1,3,4,3,3,8,143048.0,114695.0,Neutral,Correct,Neutral,0,nan
r1p1s4,0,R_231yHMeYZQrGIpT,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42766.53258,42766.55642,1,B297,Spanish,Colombia,2,2,1,2,3,2,1,1,5,200672.0,52461.0,Neutral,Correct,Somewhat confident,0,nan
r2p1s1,1,R_231yHMeYZQrGIpT,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42766.53258,42766.55642,1,B297,Spanish,Colombia,2,2,1,2,3,2,1,1,5,122583.0,24181.0,Neutral,Incorrect,Neutral,1,nan
r1p2s3,0,R_231yHMeYZQrGIpT,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42766.53258,42766.55642,1,B297,Spanish,Colombia,2,2,1,2,3,2,1,1,5,74751.0,49544.0,Neutral,Incorrect,Somewhat confident,0,nan
r2p2s3,0,R_231yHMeYZQrGIpT,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42766.53258,42766.55642,1,B297,Spanish,Colombia,2,2,1,2,3,2,1,1,5,167069.0,51439.0,Neutral,Correct,Very confident,0,nan
r1p3s1,1,R_231yHMeYZQrGIpT,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42766.53258,42766.55642,1,B297,Spanish,Colombia,2,2,1,2,3,2,1,1,5,120520.0,145749.0,Neutral,Correct,Somewhat confident,1,nan
r2p3s2,1,R_231yHMeYZQrGIpT,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42766.53258,42766.55642,1,B297,Spanish,Colombia,2,2,1,2,3,2,1,1,5,179261.0,82249.0,Difficult to read,Correct,Not very confident,1,nan
r1p4s2,1,R_231yHMeYZQrGIpT,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42766.53258,42766.55642,1,B297,Spanish,Colombia,2,2,1,2,3,2,1,1,5,51124.0,44443.0,Difficult to read,Correct,Somewhat confident,1,nan
r2p4s4,0,R_231yHMeYZQrGIpT,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42766.53258,42766.55642,1,B297,Spanish,Colombia,2,2,1,2,3,2,1,1,5,126889.0,67870.0,Easy to read,Incorrect,Neutral,0,nan
r1p1s4,0,R_2U59ua0SPlzfAaV,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.533410000004,42766.5575,1,B320,Spanish,Colombia,2,2,1,2,5,4,1,2,5,64935.0,84477.0,Neutral,Incorrect,Neutral,0,nan
r2p1s1,1,R_2U59ua0SPlzfAaV,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.533410000004,42766.5575,1,B320,Spanish,Colombia,2,2,1,2,5,4,1,2,5,341715.0,169037.0,Difficult to read,Incorrect,Somewhat confident,0,Because it does not take into account the use of the letters "q" and "e" for its execution /
r1p2s3,0,R_2U59ua0SPlzfAaV,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.533410000004,42766.5575,1,B320,Spanish,Colombia,2,2,1,2,5,4,1,2,5,96295.0,130068.0,Easy to read,Correct,Neutral,1,The conditions shown in the table are not used in their entirety in the code to calculate the score.
r2p2s3,0,R_2U59ua0SPlzfAaV,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.533410000004,42766.5575,1,B320,Spanish,Colombia,2,2,1,2,5,4,1,2,5,165326.0,25057.0,Difficult to read,Correct,Somewhat confident,0,nan
r1p3s1,1,R_2U59ua0SPlzfAaV,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.533410000004,42766.5575,1,B320,Spanish,Colombia,2,2,1,2,5,4,1,2,5,77959.0,81878.0,Easy to read,Incorrect,Neutral,0,the code lacks some of the conditions presented in the table to know what answer to give
r2p3s2,1,R_2U59ua0SPlzfAaV,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.533410000004,42766.5575,1,B320,Spanish,Colombia,2,2,1,2,5,4,1,2,5,68897.0,54282.0,Very easy to read,Incorrect,Neutral,1,nan
r1p4s2,1,R_2U59ua0SPlzfAaV,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.533410000004,42766.5575,1,B320,Spanish,Colombia,2,2,1,2,5,4,1,2,5,82742.0,91240.0,Difficult to read,Correct,Neutral,1,nan
r2p4s4,0,R_2U59ua0SPlzfAaV,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.533410000004,42766.5575,1,B320,Spanish,Colombia,2,2,1,2,5,4,1,2,5,55240.0,73409.0,Very easy to read,Incorrect,Neutral,1,not because it possibly does not take into account an occurrence of the character in case it is at the end of the string
r1p1s4,0,R_3MfcEBGYoKOAJKa,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54193,42774.55534,1,28791162,Spanish,Colombia,2,2,1,2,3,3,2,2,5,93748.0,120680.0,Neutral,Correct,Neutral,1,it is very impractical
r2p1s1,1,R_3MfcEBGYoKOAJKa,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54193,42774.55534,1,28791162,Spanish,Colombia,2,2,1,2,3,3,2,2,5,6124.0,5473.0,Easy to read,Incorrect,Neutral,1,nan
r1p2s3,0,R_3MfcEBGYoKOAJKa,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54193,42774.55534,1,28791162,Spanish,Colombia,2,2,1,2,3,3,2,2,5,2531.0,6439.0,Neutral,Incorrect,Neutral,0,nan
r2p2s3,0,R_3MfcEBGYoKOAJKa,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54193,42774.55534,1,28791162,Spanish,Colombia,2,2,1,2,3,3,2,2,5,2187.0,9810.0,Neutral,Incorrect,Neutral,0,nan
r1p3s1,1,R_3MfcEBGYoKOAJKa,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54193,42774.55534,1,28791162,Spanish,Colombia,2,2,1,2,3,3,2,2,5,116234.0,71295.0,Easy to read,Incorrect,Neutral,0,has problems in the approach of the if
r2p3s2,1,R_3MfcEBGYoKOAJKa,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54193,42774.55534,1,28791162,Spanish,Colombia,2,2,1,2,3,3,2,2,5,82707.0,46926.0,Neutral,Correct,Neutral,1,nan
r1p4s2,1,R_3MfcEBGYoKOAJKa,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54193,42774.55534,1,28791162,Spanish,Colombia,2,2,1,2,3,3,2,2,5,14612.0,10170.0,Very difficult to read,Incorrect,Neutral,1,nan
r2p4s4,0,R_3MfcEBGYoKOAJKa,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54193,42774.55534,1,28791162,Spanish,Colombia,2,2,1,2,3,3,2,2,5,3431.0,9724.0,Neutral,Incorrect,Neutral,0,nan
